Rank,publication_number,application_number,family_id,title,abstract,granted_date,granted_year,publication_date,publication_year,filing_date,year,Expiration date,Expiration year,priority_date,priority_year,Publication type,filing_status,Kind code,jurisdiction,Inventor names,Original assignee names,Current assignee names,GRID IDs,City of Current Assignee,State of Current Assignee,Country of Current Assignee,Funder,Funder Group,Funder Country,UIDs of supporting grants,Grant IDs,Patent citations,Dimensions URL,Fields of Research (ANZSRC 2020),RCDC Categories,HRCS HC Categories,HRCS RAC Categories,Health Research Areas,Broad Research Areas,Cancer Types,CSO Categories,IPCR,cpc,id,scope,pillar,research_category,endproduct,ingredient,subpillar
33,WO-2025163329-A1,GB2025/050186,90236500,MINERAL DELIVERY FORMATION,"This invention relates to a mineral delivery formulation comprising filaments, said filaments comprising protein, mineral and biopolymer. The invention also relates to methods for producing such formulations. The method also contemplates uses of the formulations.",NA,NA,2025-08-07,2025,2025-01-31,2025,2026-08-01,2026,2024-02-01,2024,Application,Pending,A1,WO,SARKAR ANWESHA; BURBERRY ALICE ROSE; ARAIZA CALAHORRA ANDREA,University of Leeds; University of Leeds Innovations Ltd,University of Leeds; University of Leeds Innovations Ltd,grid.9909.9; grid.798255.4,Leeds,NA,United Kingdom,NA,NA,NA,NA,NA,NA,https://app.dimensions.ai/details/patent/WO-2025163329-A1,32 Biomedical and Clinical Sciences; 3206 Medical Biotechnology; 51 Physical Sciences,Bioengineering; Biotechnology,NA,NA,NA,Basic Science,NA,NA,C08L5/00,A61K33/04; A61K33/06; A61K33/00; C08L5/00; A61K33/26; A61K33/18; A61K33/30; A61K31/194,WO-2025163329-A1,out,NA,NA,NA,NA,NA
436,EP-4586823-A1,EP23865956.9,90275594,MEAT-ANALOGUE COMPOSITION,"A meat analogue composition comprises from 2% to 23% by weight of a fat composition; from 5% to 30% by weight of a non-animal protein; and from 30% to 70% by weight of water; wherein the fat composition comprises from 10% to 40% by weight of palmitic acid (C16:0); from 1% to 15% by weight of stearic acid (C18:0); and from 35% to 70% by weight of oleic acid (C18:1); wherein said percentages of fatty acid residues refers to fatty acids bound as acyl groups in glycerides in the fat composition and being based on the total weight of C4 to C24 fatty acid residues bound as acyl groups present in the fat composition; and wherein the fat composition (i) has a saturated fatty acid content of from 25% to 50% by weight; (ii) comprises greater the 1.5% by weight of S3 triglycerides, wherein S refers to a saturated C14 to C20 fatty acid moiety present in the triglyceride molecule; and (iii) comprises less than 34% by weight of SUS triglycerides, wherein S refers to a saturated C14 to C20 fatty acid moiety and wherein U refers to a C14 to C20 unsaturated fatty acid moiety present in the triglyceride molecule; wherein said percentages of triglycerides refers to percentage by weight of glycerides present in the fat composition.",NA,NA,2025-07-23,2025,2023-09-13,2023,NA,NA,2022-09-13,2022,Application,Pending,A1,EP,MIYAKE RODRIGO; HARDY LUCAS; MORAES BRUNO; PELICIARI SUELEN; BUCIO GARCIA FIDELMAR,AAK AB,AAK AB,grid.617611.6,Malmö; Malmo,NA,Sweden,NA,NA,NA,NA,NA,NA,https://app.dimensions.ai/details/patent/EP-4586823-A1,"30 Agricultural, Veterinary and Food Sciences; 30 Agricultural, Veterinary and Food Sciences; 3003 Animal Production",Nutrition; Obesity,NA,NA,NA,NA,NA,NA,A23D9/02; A23L33/115; A23D7/005; A23L33/22; A23J3/22,C11C3/10; A23J3/227; A23D9/02; A23L33/115; C11B7/0075; A23D7/0053,EP-4586823-A1,in,PB,End product formulation,Meat,NA,NA
104,EP-4669121-A1,EP24708980.8,90361380,THERMOREVERSIBLE GELS USEFUL IN PLANT-BASED MEAT ALTERNATIVES,The technology described in this specification pertains to a thermoreversible gel comprising a starch component and a fat. The thermoreversible gel is designed to complete melting at temperatures above around 50° C. The gel is useful to deliver fat and one or more of colorants or flavoring to a food composition like a plant base meat alternative.,NA,NA,2025-12-31,2025,2024-02-23,2024,NA,NA,2023-02-23,2023,Application,Pending,A1,EP,ALDER KEVIN; BASEDA JULIKA; HENDRIKX PETER; WORRALL ALEXANDER,Ingredion Germany GmbH; Ingredion Uk Ltd,Ingredion Germany GmbH; Ingredion Uk Ltd,grid.672951.e,NA,NA,Germany; United Kingdom,NA,NA,NA,NA,NA,NA,https://app.dimensions.ai/details/patent/EP-4669121-A1,"30 Agricultural, Veterinary and Food Sciences; 30 Agricultural, Veterinary and Food Sciences; 3003 Animal Production; 3006 Food Sciences",Nutrition,NA,NA,NA,NA,NA,NA,C08L3/02; A23D7/005; A23L35/00; A23J3/22,A23D7/005; A23V2250/5118; A23J3/227; A23V2250/194; A23L35/10; A23V2250/5114,EP-4669121-A1,in,PB,Ingredient optimisation,Meat,"Emulsions, gels, and binders",NA
130,MX-2025009812-A,MX2025009812,90361380,THERMOREVERSIBLE GELS USEFUL IN PLANT-BASED MEAT ALTERNATIVES,The technology described in this specification pertains to a thermoreversible gel comprising a starch component and a fat. The thermoreversible gel is designed to complete melting at temperatures above around 50Â° C. The gel is useful to deliver fat and one or more of colorants or flavoring to a food composition like a plant base meat alternative.,NA,NA,2025-11-03,2025,2025-08-20,2025,NA,NA,2023-02-23,2023,N/A,N/A,A,MX,ALDER KEVIN; BASEDA JULIKA; HENDRIKX PETER; WORRALL ALEXANDER,INGREDION GERMANY GMBH; INGREDION UK LTD,NA,grid.672951.e,NA,NA,Germany; United Kingdom,NA,NA,NA,NA,NA,NA,https://app.dimensions.ai/details/patent/MX-2025009812-A,"30 Agricultural, Veterinary and Food Sciences; 30 Agricultural, Veterinary and Food Sciences; 3003 Animal Production; 3006 Food Sciences",Nutrition,NA,NA,NA,NA,NA,NA,C08L3/02; A23D7/005; A23L35/00; C08L91/00; A23J3/22,A23J3/227; A23D7/005; A23L35/10; A23V2250/194; A23V2250/5118; A23V2250/5114,MX-2025009812-A,in,PB,Ingredient optimisation,Meat,"Emulsions, gels, and binders",NA
116,CN-120857865-A,CN202480016567.X,90361380,Thermoreversible gels useful for plant-based meat substitutes,The technology described in this specification relates to thermoreversible gels comprising a starch component and fat. The thermoreversible gel is designed to completely melt at a temperature greater than about 50 ℃. The gel may be used to deliver fat and one or more coloring or flavoring agents to a food composition such as a plant-based meat substitute.,NA,NA,2025-10-28,2025,2024-02-23,2024,NA,NA,2023-02-23,2023,Application,Pending,A,CN,AULD KATHLEEN; BASDA JAKOB; HENDRIKX PETER; WORRALL ANDREW,Yiruian Uk Ltd; Yiruian Germany GmbH,Yiruian Uk Ltd; Yiruian Germany GmbH,NA,NA,NA,Germany,NA,NA,NA,NA,NA,NA,https://app.dimensions.ai/details/patent/CN-120857865-A,"30 Agricultural, Veterinary and Food Sciences; 30 Agricultural, Veterinary and Food Sciences; 3006 Food Sciences",Nutrition,NA,NA,NA,NA,NA,NA,C08L3/02; A23D7/005; A23L35/00; A23J3/22,A23J3/227; A23V2250/5114; A23D7/005; A23V2250/5118; A23V2250/194; A23L35/10,CN-120857865-A,in,PB,Ingredient optimisation,Meat,"Emulsions, gels, and binders",NA
104,AU-2024224222-A1,AU2024224222,90361380,THERMOREVERSIBLE GELS USEFUL IN PLANT-BASED MEAT ALTERNATIVES,The technology described in this specification pertains to a thermoreversible gel comprising a starch component and a fat. The thermoreversible gel is designed to complete melting at temperatures above around 50° C. The gel is useful to deliver fat and one or more of colorants or flavoring to a food composition like a plant base meat alternative.,NA,NA,2025-09-04,2025,2024-02-23,2024,NA,NA,2023-02-23,2023,Application,Pending,A1,AU,ALDER KEVIN; BASEDA JULIKA; HENDRIKX PETER; WORRALL ALEXANDER,Ingredion Germany GmbH; Ingredion Uk Ltd,Ingredion Germany GmbH; Ingredion Uk Ltd,grid.672951.e,NA,NA,Germany; United Kingdom,NA,NA,NA,NA,NA,NA,https://app.dimensions.ai/details/patent/AU-2024224222-A1,"30 Agricultural, Veterinary and Food Sciences; 30 Agricultural, Veterinary and Food Sciences; 3003 Animal Production; 3006 Food Sciences",Nutrition,NA,NA,NA,NA,NA,NA,C08L3/02; A23D7/005; A23J3/22; A23L35/00,A23D7/005; A23V2250/5114; A23V2250/194; A23V2250/5118; A23J3/227; A23L35/10,AU-2024224222-A1,in,PB,Ingredient optimisation,Meat,"Emulsions, gels, and binders",NA
88,WO-2025185858-A8,EP2025/035002,90361721,A DOUGH PRODUCT ENRICHED WITH PLANT PROTEIN,"The invention relates to a potato product enriched in protein and fibre, and low in carbohydrate. The invention provides a versatile protein enriched potato food base which can suitably be used in the production of a variety of potato food products ranging from potato mash to French fries and meat alternatives. Due to the protein enrichment of the potato food base, the nutritional value of these potato food products is substantially increased.",NA,NA,2025-10-02,2025,2025-03-04,2025,2026-09-05,2026,2024-03-05,2024,Application,Pending,A8,WO,VAN DER VLEUTEN THÉDOR; EGGINK FRANK,Synergy In Food Innovation BV,Synergy In Food Innovation BV,NA,NA,NA,Netherlands,NA,NA,NA,NA,NA,NA,https://app.dimensions.ai/details/patent/WO-2025185858-A8,"30 Agricultural, Veterinary and Food Sciences; 30 Agricultural, Veterinary and Food Sciences; 3006 Food Sciences",NA,NA,NA,NA,NA,NA,NA,NA,A23J3/227; A23L19/18; A23L33/125; A23L29/231; A21D2/186; A23L19/12; A23J3/14; A23L13/67; A23L13/426; A21D13/062; A21D10/002; A23J1/14; A21D2/18; A23J1/16; A21D2/264; A21D13/064; A23L33/185,WO-2025185858-A8,in,PB,End product formulation,Meat,NA,NA
33,WO-2025185858-A2,EP2025/035002,90361721,A DOUGH PRODUCT ENRICHED WITH PLANT PROTEIN,"The invention relates to a potato product enriched in protein and fibre, and low in carbohydrate. The invention provides a versatile protein enriched potato food base which can suitably be used in the production of a variety of potato food products ranging from potato mash to French fries and meat alternatives. Due to the protein enrichment of the potato food base, the nutritional value of these potato food products is substantially increased.",NA,NA,2025-09-12,2025,2025-03-04,2025,2026-09-05,2026,2024-03-05,2024,Application,Pending,A2,WO,VAN DER VLEUTEN THÉDOR; EGGINK FRANK,Synergy In Food Innovation BV,Synergy In Food Innovation BV,NA,NA,NA,Netherlands,NA,NA,NA,NA,NA,NA,https://app.dimensions.ai/details/patent/WO-2025185858-A2,"30 Agricultural, Veterinary and Food Sciences; 30 Agricultural, Veterinary and Food Sciences; 3006 Food Sciences",NA,NA,NA,NA,NA,NA,NA,NA,A21D10/002; A21D2/186; A23L19/12; A23L33/125; A21D2/18; A21D13/064; A23J3/227; A23L29/231; A23J1/14; A21D2/264; A23L33/185; A23L13/67; A23L19/18; A21D13/062; A23J1/16; A23L13/426; A23J3/14,WO-2025185858-A2,in,PB,End product formulation,Meat,NA,NA
36,EP-4613105-A1,EP24161301.7,90361721,A DOUGH PRODUCT ENRICHED WITH PLANT PROTEIN,"The invention relates to a potato product enriched in protein and fibre, and low in carbohydrate. The invention provides a versatile protein enriched potato food base which can suitably be used in the production of a variety of potato food products ranging from potato mash to French fries and meat alternatives. Due to the protein enrichment of the potato food base, the nutritional value of these potato food products is substantially increased. The invention also relates to a process for preparing protein enriched potato food products which are low in carbohydrates.",NA,NA,2025-09-10,2025,2024-03-05,2024,NA,NA,2024-03-05,2024,Application,Pending,A1,EP,EGGINK FRANK; VAN DER VLEUTEN THÉDOR,Synergy In Food Innovation BV,Synergy In Food Innovation BV,NA,NA,NA,Netherlands,NA,NA,NA,NA,NA,NA,https://app.dimensions.ai/details/patent/EP-4613105-A1,"30 Agricultural, Veterinary and Food Sciences; 30 Agricultural, Veterinary and Food Sciences; 3006 Food Sciences",NA,NA,3.3 Nutrition and chemoprevention,NA,NA,NA,NA,A23L33/125; A23J3/22; A23L29/231; A21D13/062; A23L19/12; A21D2/18; A23J1/16; A21D2/26; A21D13/064; A23J3/14; A23L33/185; A23J1/14; A23L19/18; A21D10/00,A23L19/12; A21D2/186; A23L13/426; A23J3/227; A23L29/231; A21D2/264; A23L33/185; A21D13/062; A21D10/002; A21D2/18; A23L19/18; A23L33/125; A23J1/14; A23J1/16; A23J3/14; A21D13/064; A23L13/67,EP-4613105-A1,in,PB,End product formulation,Meat,NA,NA
9,NL-2037130-B1,NL2037130,90362923,MICROBIAL LIPID COMPOSITION,"MICROBIAL LIPID COMPOSITION ABSTRACT The current invention relates to a microbial lipid composition, wherein said microbial lipid composition has a solid fat content at 20°C of between 5 and 80% by weight. The invention further relates to a method of production of a microbial lipid composition and use thereof. The invention further relates to a yeast strain.",2025-09-08,2025,2025-09-08,2025,2024-02-27,2024,NA,NA,2024-02-27,2024,Grant,N/A,B1,NL,ROY NIJHUIS; JEROEN HUGENHOLTZ; JOCHEM DE VRIES; ROSAN VAN DER GLAS; JULIE CORTAL; CARLOS GARAY; JURGEN SNELDERS; GERMA KARIDAS; MARJA TWIGT; JAY SOUMERU; ALLARD LANGENHUIJSEN; FELIPE PAVAN,NOPALM INGREDIENTS B V,NA,NA,NA,NA,Netherlands,NA,NA,NA,NA,NA,NA,https://app.dimensions.ai/details/patent/NL-2037130-B1,"30 Agricultural, Veterinary and Food Sciences; 31 Biological Sciences; 31 Biological Sciences; 3107 Microbiology",Nutrition,NA,NA,NA,NA,NA,NA,A23L29/00; C12P7/6463; A23D9/02; A23D9/007; A23L33/145; A23L33/115; C12P7/6409; C12P7/6472; C12N1/16; C11B1/10,A23D9/007; C12N1/16; C11B1/10; A23L33/115; C12P7/6463; A23D9/02; A23L33/145; C12P7/6458; C12N1/165; C12P7/6472; C12P7/6409; A23L29/04; C12R2001/645,NL-2037130-B1,in,F,Target molecule selection,Cross-cutting,Fats and oils,PF
9,WO-2025181163-A1,EP2025/055207,90362923,MICROBIAL LIPID COMPOSITION,"The current invention relates to a microbial lipid composition, wherein said microbial lipid composition has a solid fat content at 20°C of between 5 and 80% by weight. The invention further relates to a method of production of a microbial lipid composition and use thereof. The invention further relates to a yeast strain.",NA,NA,2025-09-04,2025,2025-02-26,2025,2026-08-27,2026,2024-02-27,2024,Application,Pending,A1,WO,HUGENHOLTZ JEROEN; CORTAL JULIE; PAVAN FELIPE; GARAY CARLOS; SNELDERS JURGEN; VAN DER GLAS ROSAN; LANGENHUIJSEN ALLARD; KARIDAS GERMA; TWIGT MARJA; NIJHUIS ROY; DE VRIES JOCHEM; SOUMERU JAY,Nopalm Ingredients BV,Nopalm Ingredients BV,NA,NA,NA,Netherlands,NA,NA,NA,NA,NA,NA,https://app.dimensions.ai/details/patent/WO-2025181163-A1,"30 Agricultural, Veterinary and Food Sciences; 31 Biological Sciences; 31 Biological Sciences; 3106 Industrial Biotechnology",NA,NA,NA,NA,NA,NA,NA,A23D9/007; A23D9/02; A23L29/00; C12N1/16; C12P7/6463; A23L33/145; C12P7/6472; C11B1/10; C12P7/6409; A23L33/115,C12P7/6409; A23L29/04; C12P7/6458; C12P7/6472; A23D9/007; A23D9/02; C12N1/165; A23L33/145; A23L33/115; C12P7/6463; C12N1/16; C12R2001/645; C11B1/10,WO-2025181163-A1,in,F,Target molecule selection,Cross-cutting,Fats and oils,PF
35,EP-4434414-B1,EP24162060.8,90363067,"METHOD FOR OPERATING A BEVERAGE PREPARATION DEVICE, IN PARTICULAR A FULLY AUTOMATIC COFFEE MAKER WITH A MEMBRANE FOAM MODULE",NA,2025-11-26,2025,2025-11-26,2025,2024-03-07,2024,2044-03-07,2044,2023-03-20,2023,Grant,Active,B1,EP,WÄGER SIMON; FREI NICOLAS; SONDEREGGER REMO; SCHENK PHILIPP,Eugster Frismag AG,Eugster Frismag AG,grid.593077.f,NA,NA,Switzerland,NA,NA,NA,NA,NA,NA,https://app.dimensions.ai/details/patent/EP-4434414-B1,40 Engineering; 40 Engineering; 4004 Chemical Engineering,NA,NA,NA,NA,NA,NA,NA,A47J31/44,A47J31/4485,EP-4434414-B1,out,NA,NA,NA,NA,NA
20,EP-4434415-B1,EP24162094.7,90363169,"METHOD FOR OPERATING A BEVERAGE PREPARATION DEVICE, IN PARTICULAR A FULLY AUTOMATIC COFFEE MAKER WITH A MEMBRANE FOAM MODULE",NA,2025-11-26,2025,2025-11-26,2025,2024-03-07,2024,2044-03-07,2044,2023-03-20,2023,Grant,Active,B1,EP,WÄGER SIMON; FREI NICOLAS; SONDEREGGER REMO; STUTZ DIETER,Eugster Frismag AG,Eugster Frismag AG,grid.593077.f,NA,NA,Switzerland,NA,NA,NA,NA,NA,NA,https://app.dimensions.ai/details/patent/EP-4434415-B1,40 Engineering; 40 Engineering; 4004 Chemical Engineering,NA,NA,NA,NA,NA,NA,NA,A47J31/44; A47J31/60,A47J31/4485; A47J31/60,EP-4434415-B1,out,NA,NA,NA,NA,NA
19,DE-102023106899-B4,DE102023106899.7,90363169,"Method for operating a beverage preparation device, in particular a fully automatic coffee machine with a membrane foam module","Method for operating a beverage preparation device (01), in particular a fully automatic coffee machine, with a foam module (20), comprising a rinsing and/or cleaning operation, wherein the rinsing and/or cleaning operation is characterized by the following method steps:- flowing through a preferably porous membrane (10) of the foam module (20) with a rinsing or cleaning liquid from a first membrane surface to a second membrane surface of the membrane (10);- draining the rinsing or cleaning liquid via a fluid chamber of the foam module (20) surrounding the membrane (10) to a fluid outlet of the fluid chamber.",2025-02-13,2025,2025-02-13,2025,2023-03-20,2023,2043-03-21,2043,2023-03-20,2023,Grant,Active,B4,DE,WÄGER SIMON; FREI NICOLAS; SONDEREGGER REMO; STUTZ DIETER,Eugster Frismag AG,Eugster Frismag AG,grid.593077.f,NA,NA,Switzerland,NA,NA,NA,NA,NA,NA,https://app.dimensions.ai/details/patent/DE-102023106899-B4,40 Engineering; 40 Engineering; 4004 Chemical Engineering,NA,NA,NA,NA,NA,NA,NA,A47J31/60; A47J31/40; A47J31/46; A47J31/44,A47J31/60; A47J31/4485,DE-102023106899-B4,out,NA,NA,NA,NA,NA
10,WO-2025051870-A1,EP2024/074854,90363188,METHOD FOR OBTAINING INSECTS OR INSECT LARVAE RICH IN VITAMIN D,"The present invention relates to a method for preparing insects or insect larvae rich in vitamin D, comprising raising insects or their larvae on an ergosterol-rich food substrate, for example fungi, in order to obtain ergosterol-rich insects or larvae and then exposing them to UV radiation. The present invention also relates to insects and insect larvae rich in vitamin D, and to compositions comprising same, in particular intended for human and/or animal food or for cosmetic use.",NA,NA,2025-03-13,2025,2024-09-05,2024,2026-03-06,2026,2023-09-06,2023,Application,Pending,A1,WO,BOREL PATRICK; MORAND-- LAFFARGUE LISA; CHARLES FLORENCE; SABATIER DAMIEN,Biomimetic; Aix Marseille Universite; Institut National de la Sante et de la Recherche Medicale INSERM; Universite dAvignon et des Pays de Vaucluse; Institut National de Recherche pour lAgriculture lAlimentation et lEnvironnement,Biomimetic; Aix Marseille Universite; Institut National de la Sante et de la Recherche Medicale INSERM; Universite dAvignon et des Pays de Vaucluse; Institut National de Recherche pour lAgriculture lAlimentation et lEnvironnement,grid.5399.6; grid.7429.8; grid.7310.5; grid.507621.7,Marseille; Paris; Avignon,Provence-Alpes-Côte-d'Azur,France,NA,NA,NA,NA,NA,NA,https://app.dimensions.ai/details/patent/WO-2025051870-A1,"30 Agricultural, Veterinary and Food Sciences; 31 Biological Sciences; 3109 Zoology",Infectious Diseases; Nutrition; Vector-Borne Diseases,NA,NA,NA,NA,NA,NA,A23K10/30; A23K50/90; A23L33/155,A01K67/30; A23K10/30; A23K50/90; A23L33/155,WO-2025051870-A1,out,NA,NA,NA,NA,NA
15,BE-1032454-A1,BE202405134A,90363215,Equipment and method for roasting food,"The invention relates to an apparatus for automatically roasting food. The apparatus comprises a housing (1) adapted for placement over a driven conveyor belt movable in a conveying direction (3), on which, in use, the food (2) to be roasted is placed, and an electric hot air generator (4) provided in the housing and connected to the housing, wherein, in use, the electric hot air generator is located above the conveyor belt. The electric hot air generator comprises a heating element and a blower nozzle (5). In use, the air heated by the heating element is blown out through the blower nozzle as the conveyor belt moves, in an outflow direction towards the food on the conveyor belt at an angle relative to the conveying direction, the angle having a value in the range of 30° to 85°.",NA,NA,2025-10-01,2025,2024-03-06,2024,NA,NA,2024-03-06,2024,N/A,N/A,A1,BE,VANDENBUSSCHE BART,DEWAERHEIT SOLUTIONS,NA,NA,NA,NA,Belgium,NA,NA,NA,NA,NA,NA,https://app.dimensions.ai/details/patent/BE-1032454-A1,"30 Agricultural, Veterinary and Food Sciences; 30 Agricultural, Veterinary and Food Sciences; 3006 Food Sciences",NA,NA,NA,NA,NA,NA,NA,A21B1/48; A21B1/02; A47J37/04; A23G3/52,A47J37/045; A21C15/00; A21B5/00; A21B7/00; A21B1/02; A23G3/52; A47J37/044; A21B1/48; A23G3/28; A21B1/33,BE-1032454-A1,out,NA,NA,NA,NA,NA
72,AU-2024237641-A1,AU2024237641,90364386,YEAST OLEOSOME COMPOSITION,"The present invention relates to a yeast oleosome composition comprising yeast oleosomes and at least one isolated yeast cell wall component and preferably having specific particle size, density and zeta potential. The composition is characterized by good physical stability and sensory properties. The invention also relates to a process for producing a yeast oleosome composition of the invention, to products comprising the yeast oleosome composition of the invention and to the use of the composition for improving the sensory properties of a food composition or beverage or of an edible ingredient. Furthermore, the composition of the present invention has proven useful in reducing the intensity of astringency in food products and beverages.",NA,NA,2025-10-23,2025,2024-03-15,2024,NA,NA,2023-03-15,2023,Application,Pending,A1,AU,ZOGG DIMITRI; SPADONI ANDREANI EUGENIO; AGORASTOS GEORGIOS; TURNER TOMAS,Cultivated Biosciences Sa,Cultivated Biosciences Sa,NA,NA,NA,Switzerland,NA,NA,NA,NA,NA,NA,https://app.dimensions.ai/details/patent/AU-2024237641-A1,"30 Agricultural, Veterinary and Food Sciences; 30 Agricultural, Veterinary and Food Sciences; 3006 Food Sciences",NA,NA,NA,NA,NA,NA,NA,A23L33/14,A23L33/14,AU-2024237641-A1,in,F,Ingredient optimisation,Milk and milk proteins,"Emulsions, gels, and binders",NA
9,WO-2025190897-A1,EP2025/056529,90364928,HUMAN MILK OLIGOSACCHARIDES FOR LOWERING THE RISK OF AN INFECTION IN THE GASTROINTESTINAL TRACT,"The disclosure relates to a composition for use in reducing the risk of an infection in the gastrointestinal tract caused by a pathogenic E. coli in a human subject, said composition comprising at least one human milk oligosaccharide, wherein the human milk oligosaccharide is 3-fucosyllactose, 3'-sialyllactose, 6'-sialyllactose, and / or lacto-N-tetraose.",NA,NA,2025-09-18,2025,2025-03-11,2025,2026-09-11,2026,2024-03-11,2024,Application,Pending,A1,WO,LUND MARI LILITH; WELLEJUS ANJA; JUNCKER BOLL ERIK; JENSEN STINA; HESSING SARA; JIMENEZ NATALIA,Chr Hansen AS,Chr Hansen AS,grid.424026.6,Horsholm; Hørsholm,NA,Denmark,NA,NA,NA,NA,NA,NA,https://app.dimensions.ai/details/patent/WO-2025190897-A1,31 Biological Sciences; 32 Biomedical and Clinical Sciences; 3207 Medical Microbiology,"Breastfeeding, Lactation and Breast Milk; Digestive Diseases; Nutrition; Pediatric Research Initiative; Prevention",NA,NA,NA,Basic Science,NA,NA,A23L33/00; A61K31/702; A23L33/21; A61P1/12,A23L33/135; Y02A50/30; A23L33/40; A23L33/21; A23C9/152; A61P1/12; A23C9/16; A61K31/702; A23V2002/00,WO-2025190897-A1,out,NA,NA,NA,NA,NA
10,CN-119867152-A,CN202510287188.0,90364928,Human milk oligosaccharides for reducing the risk of infection in the gastrointestinal tract,"The present disclosure relates to a composition for reducing the risk of infection in the gastrointestinal tract caused by pathogenic e.coli in a human subject, said composition comprising at least one human milk oligosaccharide, wherein the human milk oligosaccharide is 3-fucosyllactose, 3 '-sialyllactose, 6' -sialyllactose and/or lactose-N-tetraose.",NA,NA,2025-04-25,2025,2025-03-11,2025,NA,NA,2024-03-11,2024,Application,Pending,A,CN,LUND MARVIN L; WELLEUS ANDREAS; POHL ERIC J; JENSEN SU REN; HAESEN STEFAN; JIMENEZ NICCOLO,Section Hansen Co ltd,Section Hansen Co ltd,NA,NA,NA,Denmark,NA,NA,NA,NA,NA,NA,https://app.dimensions.ai/details/patent/CN-119867152-A,31 Biological Sciences; 32 Biomedical and Clinical Sciences; 3207 Medical Microbiology,"Breastfeeding, Lactation and Breast Milk; Digestive Diseases; Nutrition; Pediatric Research Initiative; Prevention",NA,NA,NA,Basic Science,NA,NA,A23L33/135; A23L33/21; A23C9/16; A23C9/152,A23L33/40; A23V2002/00; Y02A50/30; A23C9/152; A23L33/21; A61P1/12; A23L33/135; A61K31/702; A23C9/16,CN-119867152-A,out,NA,NA,NA,NA,NA
9,WO-2025190896-A1,EP2025/056528,90365043,MIXTURE OF FIVE HUMAN MILK OLIGOSACCHARIDES FOR REDUCING THE RISK OF AN INFECTION IN THE GASTROINTESTINAL TRACT CAUSED BY PATHOGENIC E.COLI,"The present disclosure relates to a composition for use in reducing the risk of an infection of the gastrointestinal tract caused by a pathogenic E. coli in a human subject, said composition comprising an effective amount of 2´-fucosyllactose, 3-fucosyllactose, 3'-sialyllactose, 6´-sialyllactose, and lacto-N-tetraose.",NA,NA,2025-09-18,2025,2025-03-11,2025,2026-09-11,2026,2024-03-11,2024,Application,Pending,A1,WO,BOLL ERIK JUNCKER; JENSEN STINA; HESSING SARA; COLBERG OLIVIA; WELLEJUS ANJA; HERMES GERBEN; HOLST ANDREA QVORTRUP,Chr Hansen AS,Chr Hansen AS,grid.424026.6,Horsholm; Hørsholm,NA,Denmark,NA,NA,NA,NA,NA,NA,https://app.dimensions.ai/details/patent/WO-2025190896-A1,31 Biological Sciences; 32 Biomedical and Clinical Sciences; 3207 Medical Microbiology,Digestive Diseases; Infectious Diseases; Prevention,Infection,NA,NA,Basic Science,NA,NA,A23L33/00; A61K31/702; A23L33/21; A61P1/12,A23L33/135; Y02A50/30; A23L33/40; A23L33/21; A61P1/00; A23C9/152; A61P1/12; A61P31/04; A61K31/702; A23V2002/00; A61K9/14; A61K35/741,WO-2025190896-A1,out,NA,NA,NA,NA,NA
10,CN-120093769-A,CN202510284771.6,90365043,Mixture of five human milk oligosaccharides for reducing the risk of gastrointestinal infections caused by pathogenic escherichia coli,"The present disclosure relates to a composition for reducing the risk of infection of the gastrointestinal tract caused by pathogenic escherichia coli in a human subject, the composition comprising an effective amount of 2' -fucosyllactose, 3' -sialyllactose, 6' -sialyllactose and lactose-N-tetraose.",NA,NA,2025-06-06,2025,2025-03-11,2025,NA,NA,2024-03-11,2024,Application,Pending,A,CN,POHL ERIC J; JENSEN SU REN; HAESEN STEFAN; KOLBERG OLIVER; WELLEUS ANDREAS; HERMES GEERT; HOLST ALEXANDER Q,Section Hansen Co ltd,Section Hansen Co ltd,NA,NA,NA,Denmark,NA,NA,NA,NA,NA,NA,https://app.dimensions.ai/details/patent/CN-120093769-A,31 Biological Sciences; 32 Biomedical and Clinical Sciences; 32 Biomedical and Clinical Sciences; 3202 Clinical Sciences; 3207 Medical Microbiology,"Breastfeeding, Lactation and Breast Milk; Digestive Diseases; Prevention",Infection,2.2 Factors relating to the physical environment,NA,Basic Science,NA,NA,A23C9/152; A23L33/21; A61P31/04; A61K31/702; A23L33/135; A61P1/00; A61K35/741; A61K9/14; A61P1/12,A23L33/135; A61K31/702; A61K9/14; A61P1/12; Y02A50/30; A61P31/04; A23L33/21; A23C9/152; A61K35/741; A61P1/00; A23V2002/00; A23L33/40,CN-120093769-A,out,NA,NA,NA,NA,NA
